Timestamp,0. Are you currently employed in Berlin or by a Berlin-based organization?,1. Gender:,2. Age:,3. Highest vocational qualification attained:,4. Years of total work experience:,5. Citizenship,6. Type of organisation,7. Industry,"8. Company size (global, entire organisation)",9. Years in current company:,10. Job/Position title,11. Which best describes your role in your current company?,12. Years in current position:,13. Full-time / Part-time,14. Contract in hours per week,15. Total annual gross salary in EUR (before taxes and deductions),"16. Performance-related pay or bonuses (gross) in EUR - CAN SKIP IF ""0""","17. Total Annual Equity Compensation (stock options, ESOPs, etc.) in EUR - CAN SKIP IF ""0""",18. Salary raise since January 2023,19. ID,20. Contract in hours per week (Normalized)
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",501-1000,3-5,Senior Full Stack Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,1-5%,32,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,11-50,Less than 1,Marketing Lead,Team Lead (manages small team),1-2,Full-time,40,80.000,na,0,No raise,59,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,No raise,98,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,Other-EU,Other,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,25.000,No raise,109,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,5.000,No raise,185,40
 06/2023  ,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,693,
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Doctor's Degree,11-15,Other-EU,A private firm,Technology/Software Development,201-500,3-5,People Manager,Manager (manages team),3-5,Full-time,40,80.000,na,0,No raise,192,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Product Owner,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,0,Prefer not to say,221,40
 06/2023  ,No.,Male,40-44,Master's Degree,6-10,Non-EU,A private firm,Information & Communication,11-50,Less than 1,Senior Solutions Architect,Individual Contributor (no direct reports),1-2,Contract/Freelance,40,43.000,na,na,No raise,696,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Other-EU,A private firm,Technology/Software Development,1-10,1-2,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,80.000,na,0,No raise,226,40
 06/2023  ,No.,Male,30-34,Master's Degree,3-5,German,A private firm,Construction,1000+,Less than 1,Sales,Individual Contributor (no direct reports),Less than 1,Full-time,35,50.000,20.000,na,1-5%,698,35
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,No raise,227,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Finance & Insurance,201-500,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,0,No raise,272,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,6-10,Other-EU,A private firm,Technology/Software Development,11-50,3-5,Backend Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,0,No raise,278,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Other-EU,A private firm,Transportation & Storage,11-50,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,0,No raise,293,40
 06/2023  ,No.,Male,25-29,Apprenticeship/Vocational Training (Dual System),3-5,German,A private firm,Healthcare and Pharmaceuticals,1000+,3-5,Associate IT Cloud Platform,Individual Contributor (no direct reports),3-5,Full-time,40,54.000,na,5.000,1-5%,703,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,201-500,Less than 1,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,10.000,No raise,302,40
 06/2023  ,No.,Male,50-54,Master's Degree,21-30,German,A private firm,Technology/Software Development,201-500,1-2,Office Manager,Individual Contributor (no direct reports),1-2,Full-time,"37,5",38.000,na,na,1-5%,705,"37,5"
 06/2023  ,No.,Female,25-29,Master's Degree,3-5,German,A private firm,Technology/Software Development,11-50,3-5,People Operations Manager,Individual Contributor (no direct reports),1-2,Full-time,40,53.000,na,na,No raise,706,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Education,501-1000,1-2,Head of marketing,Manager (manages team),1-2,Full-time,40,80.000,na,0,No raise,328,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,3-5,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,51-200,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,7.250,0,11-15%,404,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Finance & Insurance,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,6.000,Prefer not to say,453,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Master's Degree,16-20,Non-EU,A private firm,Retail & Wholesale Trade,1000+,Less than 1,Lead Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,No raise,456,40
 06/2023  ,No.,Female,30-34,Prefer not to say,6-10,German,A private firm,Technology/Software Development,1000+,Less than 1,Unweltmanagerin,Individual Contributor (no direct reports),Less than 1,Full-time,"38,5",40.000,na,na,No raise,711,"38,5"
 06/2023  ,No.,Male,25-29,Bachelor's Degree,Less than 1,Non-EU,A private firm,Manufacturing,11-50,1-2,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,48.000,na,na,No raise,712,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Non-Binary,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,No raise,538,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Transportation & Storage,1000+,3-5,Senior Product Owner,Team Lead (manages small team),3-5,Full-time,40,80.000,na,0,11-15%,577,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,3-5,Non-EU,A private firm,Transportation & Storage,501-1000,3-5,Senior Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,2.500,No raise,647,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Bachelor's Degree,3-5,Non-EU,Other,Technology/Software Development,1000+,Less than 1,Technical Sourcer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,50.000,1-5%,669,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Apprenticeship/Vocational Training (Dual System),16-20,German,A private firm,Education,51-200,Less than 1,Frontend Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,80.000,na,0,No raise,675,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,51-200,Less than 1,Senior Data Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,10.000,No raise,677,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Manufacturing,1000+,3-5,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,6-10%,688,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Diploma,11-15,Non-EU,A private firm,Construction,51-200,Less than 1,Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,80.000,na,0,No raise,739,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,A Non-governmental organization (NGO),Other Services,201-500,3-5,"Monitoring, Evaluation and Learning Advisor",Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,0,1-5%,806,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Other-EU,A private firm,Finance & Insurance,11-50,Less than 1,UX Researcher,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,0,No raise,881,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Other Services,51-200,1-2,Senior Frontend Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,na,0,No raise,964,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Finance & Insurance,501-1000,Less than 1,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,80.000,na,0,No raise,981,40
 06/2023  ,No.,Female,40-44,Trade and Technical School Certificate,16-20,Other-EU,A private firm,Information & Communication,501-1000,Less than 1,Team Lead Customer Support,Team Lead (manages small team),3-5,Full-time,40,53.000,na,na,No raise,725,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Prefer not to say,11-50,Less than 1,Senior Frontend Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,0,No raise,985,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,Other-EU,A private firm,Technology/Software Development,501-1000,11-15,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,80.000,na,0,No raise,990,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,1-2,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,80.000,na,2.500,6-10%,996,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,na,11-15,Non-EU,A private firm,Technology/Software Development,1000+,1-2,DevOps Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,80.000,5.000,3.000,1-5%,998,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,German,A private firm,Technology/Software Development,51-200,Less than 1,Senior Product Manager,Team Lead (manages small team),Less than 1,Full-time,40,80.000,5.000,0,No raise,1047,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Doctor's Degree,11-15,Other-EU,A private firm,Finance & Insurance,1000+,6-10,Risk specialist,Individual Contributor (no direct reports),1-2,Full-time,40,81.000,9.000,0,6-10%,41,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,81.000,6.000,0,No raise,411,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Other-EU,A private firm,Technology/Software Development,1000+,3-5,Senior Agile Coach,Individual Contributor (no direct reports),1-2,Full-time,37,81.000,na,6.000,1-5%,599,37
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Hospitality (Accommodation and Food Services),1000+,1-2,Senior Backend Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,81.000,na,7.000,No raise,818,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,German,A private firm,Technology/Software Development,1000+,1-2,Data Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,na,7.500,1-5%,149,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,11-15,Other-EU,A private firm,Finance & Insurance,1000+,Less than 1,Talent Acquisition Lead,Team Lead (manages small team),3-5,Full-time,40,82.000,na,22.000,No raise,245,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Data Analyst,Team Lead (manages small team),1-2,Full-time,40,82.000,8.000,0,1-5%,345,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Non-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Applied Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,na,0,No raise,352,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Information & Communication,201-500,1-2,Site Reliability Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,na,0,No raise,388,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,82.000,na,18.500,No raise,532,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,8.000,12.000,1-5%,588,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,6-10,Other-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Project Manager,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,na,18.000,1-5%,691,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,16-20,Other-EU,A private firm,Information & Communication,51-200,1-2,Team Lead,Team Lead (manages small team),Less than 1,Full-time,40,82.000,10.000,0,1-5%,754,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Product Manager,Individual Contributor (no direct reports),1-2,Full-time,40,82.000,na,11.000,1-5%,861,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,82.000,na,12.500,6-10%,972,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,German,A private firm,Information & Communication,51-200,6-10,Head of Digital Analytics,Senior Manager/Director (manages departments),3-5,Full-time,40,82.000,na,0,No raise,1053,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Other-EU,A private firm,Information & Communication,501-1000,1-2,Full Stack Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,83.000,na,0,No raise,64,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,16-20,German,A private firm,Finance & Insurance,1000+,3-5,Associate Creative Director,Team Lead (manages small team),3-5,Full-time,40,83.000,na,0,No raise,448,40
 06/2023  ,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,749,
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Trade and Technical School Certificate,11-15,Non-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Senior Employer Branding Manager,Individual Contributor (no direct reports),3-5,Full-time,40,83.000,na,1.500,1-5%,452,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Diploma,11-15,German,A private firm,Technology/Software Development,1000+,3-5,Team Lead Search,Team Lead (manages small team),1-2,Full-time,40,83.000,na,0,1-5%,798,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,501-1000,Less than 1,Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,83.000,na,0,No raise,846,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Doctor's Degree,16-20,German,A state-owned enterprise,Technology/Software Development,51-200,Less than 1,Senior Product Owner,Individual Contributor (no direct reports),6-10,Full-time,40,83.000,na,0,No raise,1061,40
